address,brand,business_legal_name,country,currency,email_address,full_product_description,in_stock,item_number,keyword,listing_id,listing_title,listing_url,offers_count,phone_number,price,product_images,product_sku,seller_email,seller_name,seller_profile_picture,seller_profile_url,seller_rating,state_province,total_reviews,units_available,zip_code
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,16877318684,nike shoes,16877318684,"Men's P-6000 Metallic Silver Running Shoes, from StockX",https://www.walmart.com/ip/Nike-Men-s-P-6000-Metallic-Silver-from-StockX/16877318684?classType=VARIANT,1,3134668707,114,https://i5.walmartimages.com/seo/Nike-Men-s-P-6000-Metallic-Silver-from-StockX_e6576276-fc3d-4695-8246-a073dbb07c0d.5e2df16e5d885796aa98bd9084eafd32.jpeg|https://i5.walmartimages.com/asr/62969ca7-b064-4b33-a2ec-94394ce54b4a.e44650fba13555798e979def24e00845.jpeg|https://i5.walmartimages.com/asr/8f0ed6a0-ad5b-4ca2-bc44-2cbcb841680a.ca5d4433a7859c40dbe994a6525b51bb.jpeg|https://i5.walmartimages.com/asr/34526de0-8450-49b3-b28f-93fd42c98a72.1f467e9545028bff2ca418758d4afcd2.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,16875664344,nike shoes,16875664344,"Men's ReactX Rejuven8 Triple Black, from StockX",https://www.walmart.com/ip/Nike-Men-s-ReactX-Rejuven8-Triple-Black-from-StockX/16875664344?classType=VARIANT,1,3134668707,90,https://i5.walmartimages.com/seo/Nike-Men-s-ReactX-Rejuven8-Triple-Black-from-StockX_cb504a75-7d95-45af-aae2-a420858a2a06.a843b0bbb44e4ab36a4a2b6fc5617cfd.jpeg|https://i5.walmartimages.com/asr/4371f8ec-dd3d-4ba7-834d-120f4adec14b.49b1eda4fd56e28b375b9f1ff369d893.jpeg|https://i5.walmartimages.com/asr/998bbaa5-aa89-4b5b-91af-98c09322b66c.000b0e60c098ad0b1a02a41cbfd6c5ad.jpeg|https://i5.walmartimages.com/asr/662c1735-5026-4028-a35e-0ded36e1b186.c49faa7a316510f6d54cdfa572e4e3a3.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,16841309919,nike shoes,16841309919,"Men's Air Force 1 Low '07 Black Basketball Shoes, from StockX",https://www.walmart.com/ip/Nike-Men-s-Air-Force-1-Low-07-Black-from-StockX/16841309919?classType=VARIANT,1,3134668707,125,https://i5.walmartimages.com/seo/Nike-Men-s-Air-Force-1-Low-07-Black-from-StockX_00880d4a-ca14-496f-a497-227b35e78158.1bf03d85d4037fd1844d72d9e106be2a.jpeg|https://i5.walmartimages.com/asr/46179bd8-e9cc-40a9-b9f2-5b59cea9cc4b.576e5a8334e022c324f6a80c9aa9b7b2.jpeg|https://i5.walmartimages.com/asr/ecb660ae-7d29-4b94-a6da-b96d10c59693.b0e093e264fb2296203924c9bdfbc7cd.jpeg|https://i5.walmartimages.com/asr/1d29c96a-ff97-4778-a8af-4c194452a601.f98776c0b597156f6eb4df38008bfc74.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
107 North Longworth Louisville KY 40202 US,Nike,1370 Collective,US,USD,evan@1370collective.com,"The Nike Star Runner SD Women's Running Shoes are designed to keep up with your every stride. Lightweight, cushioned, and built for all-day comfort, they’re perfect for runs, workouts, or casual wear. A breathable mesh upper keeps your feet cool, while soft foam underfoot delivers a smooth, responsive ride. Durable rubber outsoles provide traction and long-lasting wear, whether you're hitting the track or the streets. Sleek and supportive, these versatile sneakers are a go-to for women on the move.",True,886102426,nike shoes,886102426,Star Runner SD Women's Running Shoes,https://www.walmart.com/ip/Nike-Women-s-Tempo-Short-Emerald-Bright-Citrus-Green-Glow-Matte-Silver-SM-X-3/886102426?classType=VARIANT,1,5029301632,24.99,https://i5.walmartimages.com/seo/Nike-Women-s-Tempo-Short-Emerald-Bright-Citrus-Green-Glow-Matte-Silver-SM-X-3_0feab0a8-b3aa-4994-b0f7-483159a93b1e.8f0647c24110c6908bcee8dbd0db9602.jpeg|https://i5.walmartimages.com/asr/9b027bed-aac4-49e1-8f7f-48bd73fe38bf.671162e86ca8665d3bcae6aff0de2c30.jpeg|https://i5.walmartimages.com/asr/a75ab429-5ed1-41a5-b9aa-849ac9214133.a9d6657b7f4455eb18eecc4aa89c9902.jpeg|https://i5.walmartimages.com/asr/b6d765f9-6bb3-4344-8863-d23126de68b7.73839f04d20e3ac421c95490b8c2b943.jpeg|https://i5.walmartimages.com/asr/511d0017-6747-4b3e-9cf6-c7a7e49ab42f.8a2430572694389f783044557fa5f908.jpeg,,evan@1370collective.com,1370 Collective,,https://www.walmart.com/seller/101349432,4.5,KY,51,,40202
7341 S Meade Ave Bedford Park IL 60638 US,Nike,The Spot for Fits & Kicks,US,USD,testtest@new.com,Preschool Jordan 1 Retro High OG Black/White-White,True,5349378629,nike shoes,5349378629,"Jordan 1 Retro High OG PS Boys Shoes Size 11, Color: Black/White/White",https://www.walmart.com/ip/Little-Kid-s-Jordan-1-Retro-High-OG-Black-White-White-FD1412-010-11/5349378629?classType=VARIANT,1,7086793375,79.95,https://i5.walmartimages.com/seo/Little-Kid-s-Jordan-1-Retro-High-OG-Black-White-White-FD1412-010-11_72ca9461-7e87-46e8-944d-25148645c9b7.6410ecaeb5c4e4a483f73c215254008b.jpeg|https://i5.walmartimages.com/asr/c59e96c7-ce2d-4828-bc0f-ce2871bf1c63.1f3a23ab5c2fd75b17654c03a0b5213b.jpeg|https://i5.walmartimages.com/asr/f890bb95-5438-48b1-8dbe-760410095d05.3860cf0049651411c5c88eefe9ca3ec5.jpeg|https://i5.walmartimages.com/asr/8a5f90ae-5234-4ac2-bda0-d24f98e50d42.e715b4b8a52aa3cfdfee78e5fb5749a9.jpeg,,testtest@new.com,The Spot for Fits & Kicks,,https://www.walmart.com/seller/101127721,4.5,IL,651,,60638
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,11373913511,nike shoes,11373913511,"Men's Dunk Low Retro White Black Panda, from StockX",https://www.walmart.com/ip/Nike-Men-s-Dunk-Low-Retro-White-Black-Panda-Sneaker-from-StockX/11373913511?classType=VARIANT,1,3134668707,88,https://i5.walmartimages.com/seo/Nike-Men-s-Dunk-Low-Retro-White-Black-Panda-Sneaker-from-StockX_b31b1e86-86f6-4d2c-87c3-a50b81a39521.68b683f9546d1fd37b1e246ab4d8861f.jpeg|https://i5.walmartimages.com/asr/04fa1292-4478-43c9-ab71-7a1c954ac1ef.854e304bca07d327714ec4a30e24d9a5.jpeg|https://i5.walmartimages.com/asr/f1bb79e9-5748-4f4d-a04d-3c0a75f472dc.e95ca84706340e12316d984d64aebffe.jpeg|https://i5.walmartimages.com/asr/8a8da302-8463-4a43-914e-338c9deac7ce.d62c7c0124611aad8cbf2f787377689c.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,16864467071,nike shoes,16864467071,"Men's Air Max 90 QS Volcano Running Shoes, from StockX",https://www.walmart.com/ip/Nike-Men-s-Air-Max-90-QS-Volcano-from-StockX/16864467071?classType=VARIANT,1,3134668707,179,https://i5.walmartimages.com/seo/Nike-Men-s-Air-Max-90-QS-Volcano-from-StockX_928f380d-a960-48d2-a076-cb8b38d450ef.c423f7769179bdbdcc56a0fa78fbc1a7.jpeg|https://i5.walmartimages.com/asr/2d4b4720-e64d-44a6-b8ec-1f8d788b8a69.65821d901ed85573999f1895b49d08d1.jpeg|https://i5.walmartimages.com/asr/373646ce-ca43-4654-80f3-7120567650e7.3453631dda5376403226600a550860da.jpeg|https://i5.walmartimages.com/asr/b7b88e1e-f564-4328-89a8-f287984e53eb.d5d151a8434fd1569b07360881b6e0cc.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
1046 Woodward Ave Detroit MI 48226 US,Nike,StockX,US,USD,walmartsupport@stockx.com,"As part of this partnership with Walmart, StockX has a 14 day return policy and the item must be in original, new condition with the StockX tag attached",True,15141524322,nike shoes,15141524322,"Men's Kobe 5 Protro X-Ray Basketball Shoes, from StockX",https://www.walmart.com/ip/Nike-Men-s-Kobe-5-Protro-X-Ray-Basketball-Shoe-from-StockX/15141524322?classType=VARIANT,1,3134668707,387,https://i5.walmartimages.com/seo/Nike-Men-s-Kobe-5-Protro-X-Ray-Basketball-Shoe-from-StockX_1a67c313-710c-44cb-8c0e-c4e941585851.9b3ca7081db2a7e255494cc9b0fc90fc.jpeg|https://i5.walmartimages.com/asr/78655bca-f1d8-4d64-9658-e6e17598b217.606a1e44454031749dc7e635d8f520ee.jpeg|https://i5.walmartimages.com/asr/adafa24d-c9f6-4ca4-a863-038705449e66.b112f496d96d0fb39f3ca0cc5d010db8.jpeg|https://i5.walmartimages.com/asr/2692b75c-7c6a-491f-9dc5-a8d34c400308.0ff795e16656f1185c60d9297f1ebc9c.jpeg|https://i5.walmartimages.com/asr/f53702ed-398d-46dc-addc-9c8291cbadf2.651b70c7bde351f0544e518675e30169.jpeg,,walmartsupport@stockx.com,StockX,https://i5.walmartimages.com/asr/304e9a3a-7644-4ef3-8e1c-fc71739f6400.6da8e12c3e892b928e14d3fe455480d3.png,https://www.walmart.com/seller/102524329,4.1,MI,94,,48226
2108 W PIONEER PKWY STE 111 Pantego TX 76013 US,Nike,New Variations LLC,US,USD,new.variations@gmail.com,"The Nike Air Max LTD 3 Men's Running Shoes are composed of a durable leather upper. Cushioned tongue and lining combine to provide an excellent feel at your feet. Signature Air Max bubble at the heel and cushioned midsole give your feet long-lasting comfort. Non-marking rubber outsole features a traction increase pattern which enhances grip on all surfaces.

Features:
- Smooth leather upper
- Cushioned Lining and padded tongue for added comfort
- Air Bubble at the heel
- Non-marking rubber outsole
- Padded insole for increased comfort

SKU: 687977-020

Material: Leather

Color: Black/Black-Black",True,357067100,nike shoes,357067100,Men's Air Max LTD 3 Running Shoe Black / Black (8.5 D(M) US),https://www.walmart.com/ip/Nike-Men-s-Air-Max-LTD-3-Running-Shoe-Black-Black-8-5-D-M-US/357067100?classType=VARIANT,1,2149345708,119.99,https://i5.walmartimages.com/seo/Nike-Men-s-Air-Max-LTD-3-Running-Shoe-Black-Black-8-5-D-M-US_8906d7c1-01e4-405b-926a-9a9d7d476ea7.9951c97a061db0ba7ec5ae0af1c30db9.jpeg|https://i5.walmartimages.com/asr/bdb58ae7-3098-471a-9ec6-87fa21a3cd8d.45d16e34d99fff86c12fa0d8cce4c927.jpeg|https://i5.walmartimages.com/asr/1c61a0fc-e52f-41c4-a282-53c27439526e_1.c77c248b3bc2b4d5d5f7a3a033b80e58.jpeg|https://i5.walmartimages.com/asr/e0b8a40a-b6b3-42ef-b00d-570a1b85ca33.79f6b6a4b444c5e7cad8b3b325759545.jpeg|https://i5.walmartimages.com/asr/bc80d7a1-74f6-425d-9fb0-c87e2cf5e7d1.434dd361a32c32011c8556fe2d09ed74.jpeg|https://i5.walmartimages.com/asr/6e1c57cf-114b-407c-b8e7-8831b8e3f9fa.eab8e6efd90e0de8fe7ef0eeed605894.jpeg,,new.variations@gmail.com,New Variations LLC,,https://www.walmart.com/seller/102882337,,TX,,,76013
1478 Old Country Road Plainview NY 11803 US,Nike,Global Brands 1971,US,USD,custcareonline@gmail.com,"Preschool Nike Dunk Low Retro ""Panda"" White/Black-White",True,1744966513,nike shoes,1744966513,"Dunk Low 'Panda' 2021 Shoes, White/Black, Size 11",https://www.walmart.com/ip/Nike-Dunk-Low-Panda-2021-Shoes-White-Black-Size-11/1744966513?classType=VARIANT,1,5168002851,81.97,https://i5.walmartimages.com/seo/Nike-Dunk-Low-Panda-2021-Shoes-White-Black-Size-11_5117380b-6257-4177-8b48-d6e57f80235f.53254d2116eb9a16585e450b4071bfa1.jpeg|https://i5.walmartimages.com/asr/5483465b-059a-40ff-aab1-113257dc03c1.f0cc7489bb6302695d8d2ef6ee51bcee.jpeg|https://i5.walmartimages.com/asr/c2c2d83e-6f33-43fe-8e49-9e040cca4f98.1aff79f81214884eafbf98822b52e0a5.jpeg|https://i5.walmartimages.com/asr/e41fbce5-19a6-4d67-8f20-8847c21a919a.0bb83d09b80f7e4575c15c6a473714dd.jpeg|https://i5.walmartimages.com/asr/fdb139d2-7947-4158-b959-030fada55d6d.ff425759c5470163ef16fd0739b4fa80.jpeg|https://i5.walmartimages.com/asr/9f686d8e-bc76-4979-8fe4-b836331848c4.a1f51a001dc2d9ea6634d7493b9b0fd3.jpeg,,custcareonline@gmail.com,Global Brands 1971,,https://www.walmart.com/seller/101642039,4.4,NY,131,,11803
