address,business_legal_name,country,currency,email_address,keyword,listing_id,phone_number,price,seller_name,seller_profile_picture,seller_profile_url,seller_rating,state_province,total_reviews,zip_code
,,,$,,instyler,16849973669,,36.99,cuichunli,,,,,,
,,,$,,instyler,16266913831,,36.99,cuichunli,,,,,,
,,,$,,instyler,928084105,,32.99,Walmart.com,,,,,,
,,,$,,instyler,39804291,,20.89,Ammery Essence,,,,,,
,,,$,,instyler,17226668307,,59.07,Hongyuang CO.,,,,,,
,,,$,,instyler,15541601778,,36.99,YangCo.Ltd,,,,,,
,,,$,,instyler,17302467305,,59.07,Hongyuang CO.,,,,,,
,,,$,,instyler,16685669308,,37.79,cuichunli,,,,,,
,,,$,,instyler,666934596,,19.69,KIPOZI,,,,,,
,,,$,,instyler,17415166024,,39.8,Fangjing,,,,,,
,,,$,,instyler,242389816,,25.13,Walmart.com,,,,,,
,,,$,,instyler,153379187,,37.99,Highflyer214,,,,,,
,,,$,,instyler,11118262241,,29.99,SKIMI Direct,,,,,,
,,,$,,instyler,9970759164,,28.95,JinYue xiechangming,,,,,,
,,,$,,instyler,493136398,,38.5,Walmart.com,,,,,,
,,,$,,instyler,555746083,,34,JinYue xiechangming,,,,,,
,,,$,,instyler,17110653829,,12.16,baohanbao,,,,,,
,,,$,,instyler,15708858704,,44.06,Conqueror Store,,,,,,
,,,$,,instyler rotating iron,928084105,,32.99,GameDreamLLC,,,,,,
,,,$,,instyler rotating iron,9118269795,,24.79,Zhang Weijun,,,,,,
,,,$,,instyler rotating iron,8466950673,,3.32,LEHOZIHEQ Clearance Store,,,,,,
,,,$,,instyler rotating iron,17514852017,,159.98,guangzhouyanyikeji,,,,,,
,,,$,,instyler rotating iron,8095671734,,37.53,cuichunli,,,,,,
,,,$,,instyler rotating iron,17502953223,,38.28,GleamNest,,,,,,
,,,$,,instyler rotating iron,5708156089,,12.87,DEMING Co.Ltd,,,,,,
,,,$,,instyler rotating iron,7960005382,,99,The Beachwaver Co.,,,,,,
,,,$,,instyler rotating iron,13335819597,,38.99,cuichunli,,,,,,
,,,$,,instyler rotating iron,2624945918,,13.79,Kuxiyi,,,,,,
,,,$,,instyler hair dryer,845899609,,0,Hidden Path Trading Co LLC,,,,,,
,,,$,,instyler hair dryer,6877458996,,32.37,guguGU-shop,,,,,,
,,,$,,instyler hair dryer,511540357,,37.97,Walmart.com,,,,,,
,,,$,,instyler hair dryer,5150283612,,56.47,Walmart.com,,,,,,
,,,$,,instyler hair dryer,5764009521,,38.99,JIANPUSH Lighting Shop,,,,,,
,,,$,,instyler hair dryer,13069110035,,31.47,Walmart.com,,,,,,
,,,$,,instyler hair dryer,16292767327,,42,Huaxing Technology,,,,,,
,,,$,,instyler hair dryer,14659009462,,89.9,iKeener,,,,,,
,,,$,,instyler hair dryer,509625849,,47.42,UnbeatableSale,,,,,,
,,,$,,instyler hair dryer,14016320915,,41.8,Tideway US,,,,,,
,,,$,,instyler hair dryer,532036104,,39.99,ELECTRONIC WAREHOUSE OUTLET,,,,,,
,,,$,,instyler hair dryer,17230363491,,65.99,Haircaresshop,,,,,,
,,,$,,instyler hair dryer,14000352725,,41.8,Tideway US,,,,,,
,,,$,,instyler hair dryer,14614518508,,42.99,aikoprobeauty,,,,,,
,,,$,,instyler styling iron,5107531040,,54.5,SMSquared LLC,,,,,,
,,,$,,instyler styling iron,473783580,,22.09,Walmart.com,,,,,,
,,,$,,instyler styling iron,17407153114,,29.99,Wishee,,,,,,
,,,$,,instyler styling iron,132136124,,27.99,Sales Direct,,,,,,
,,,$,,instyler styling iron,16347565054,,59.99,Haircaresshop Direct,,,,,,
,,,$,,instyler styling iron,1845941482,,26.89,Jungle Wave,,,,,,
,,,$,,instyler styling iron,15565319680,,15.99,IBTORO,,,,,,
,,,$,,instyler styling iron,16004946,,31.99,Moto's Bargain Mania,,,,,,
,,,$,,instyler styling iron,17346910942,,99.99,Haircaresshop Direct,,,,,,
,,,$,,instyler styling iron,14239502724,,134.99,Haircaresshop,,,,,,
,,,$,,instyler styling iron,197989934,,30.99,IVYBeauty,,,,,,
,,,$,,instyler styling brush,15860706145,,17.99,AIMIKE Direct,,,,,,
,,,$,,instyler styling brush,15878304926,,14.99,AIMIKE Direct,,,,,,
,,,$,,instyler styling brush,16310609592,,65.99,Haircaresshop Direct,,,,,,
,,,$,,instyler styling brush,446156230,,16.01,Terrabilling llc,,,,,,
,,,$,,instyler styling brush,16387967186,,7.09,Beauty & Fashion,,,,,,
,,,$,,instyler styling brush,2039769916,,59.98,Cortex Beauty,,,,,,
,,,$,,instyler styling brush,3759948055,,53.19,Haircaresshop,,,,,,
,,,$,,instyler styling brush,5588813705,,0,Linan Palace,,,,,,
,,,$,,instyler styling brush,9906755,,17.99,BAHROSA,,,,,,
,,,$,,instyler dryer,39804291,,20.89,MT WHOLESALE,,,,,,
,,,$,,instyler dryer,509625849,,52.43,UnbeatableSale Local,,,,,,
,,,$,,instyler dryer,14426564277,,219.99,Sally Beauty,,,,,,
,,,$,,instyler dryer,5708402137,,28.99,Jin Yue Li,,,,,,
,,,$,,instyler dryer,3977129457,,124.9,GoodFindsSTL LLC,,,,,,
,,,$,,instyler dryer,10391510980,,35.99,Epic Essentials Outlet Store,,,,,,
,,,$,,instyler accessories,1725482322,,3.99,Weisidun,,,,,,
,,,$,,instyler accessories,17291306839,,41.99,Aorsher Flagship Store,,,,,,
,,,$,,instyler accessories,5712606563,,26,huangguangming,,,,,,
,,,$,,instyler accessories,17544753423,,25.98,"Papolor Co., Ltd.",,,,,,
,,,$,,instyler accessories,14948458968,,5.93,guguGU-shop,,,,,,
,,,$,,instyler accessories,294682757,,10.39,Two One Two Products,,,,,,
,,,$,,instyler accessories,17478060996,,19.99,Aorsher Flagship Store,,,,,,
,,,$,,instyler accessories,15136460330,,6.82,Qeena,,,,,,
,,,$,,instyler accessories,5293609075,,19.99,Sally Beauty,,,,,,
,,,$,,instyler accessories,2630140595,,8.79,wuhanshilisilingshangmao,,,,,,
,,,$,,instyler accessories,2649317384,,11.99,Leyeet,,,,,,
,,,$,,instyler accessories,868056339,,7.6,Nature's Health,,,,,,
,,,$,,instyler accessories,17542458477,,30.99,xianghe jiang,,,,,,
,,,$,,instyler accessories,11957953256,,7.88,Isvgxsz store,,,,,,
,,,$,,instyler accessories,14899713072,,6.68,Yukita,,,,,,
,,,$,,instyler accessories,13179306143,,7.99,yingsong,,,,,,
,,,$,,instyler accessories,16895014479,,42,annoulas store,,,,,,
,,,$,,instyler accessories,16326352399,,7.59,baohanbao,,,,,,
,,,$,,instyler accessories,5471241390,,40,Beauty Pro,,,,,,
,,,$,,instyler accessories,14805223809,,9.54,ZenCart,,,,,,
,,,$,,instyler 7x,5311638219,,35.99,Beauty Bliss,,,,,,
,,,$,,instyler 7x,15971012084,,60.53,Zhang Weijun,,,,,,
,,,$,,instyler 7x,199426445,,0,,,,,,,
,,,$,,instyler 7x,17617594,,0,,,,,,,
,,,$,,instyler straightener,542771703,,33.99,Spectrum Brands HPC,,,,,,
,,,$,,instyler straightener,2630622078,,29.99,aikoprobeauty,,,,,,
,,,$,,instyler straightener,118355503,,42.5,Bingo Products,,,,,,
,,,$,,instyler straightener,336321438,,61.99,Moto's Bargain Mania,,,,,,
