address,business_legal_name,country,currency,email_address,keyword,listing_id,phone_number,price,seller_name,seller_profile_picture,seller_profile_url,seller_rating,state_province,total_reviews,zip_code
,,,$,,instyler,16849973669,,36.99,cuichunli,,,,,,
,,,$,,instyler,16266913831,,36.99,cuichunli,,,,,,
,,,$,,instyler,928084105,,32.99,Walmart.com,,,,,,
,,,$,,instyler,39804291,,20.89,Ammery Essence,,,,,,
,,,$,,instyler,17226668307,,59.07,Hongyuang CO.,,,,,,
,,,$,,instyler,15541601778,,36.99,YangCo.Ltd,,,,,,
,,,$,,instyler,17302467305,,59.07,Hongyuang CO.,,,,,,
,,,$,,instyler,16685669308,,37.79,cuichunli,,,,,,
,,,$,,instyler,153379187,,37.99,Highflyer214,,,,,,
,,,$,,instyler,555746083,,34,JinYue xiechangming,,,,,,
